2012-00000076,Jan 12 2012 03:29:29:000PM,Jan 10 2012 06:00:00:000PM,Jan 10 2012 07:00:00:000PM,2001 SHERIDAN RD,,Lost & found prop,,Closed
2012-00000077,Jan 12 2012 03:58:45:000PM,Jan 12 2012 02:00:00:000PM,Jan 12 2012 04:00:00:000PM,1820 SHERIDAN RD,,Public Service,,Closed
2012-00000078,Jan 12 2012 05:58:15:000PM,Jan 12 2012 09:30:00:000AM,Jan 12 2012 05:40:00:000PM,2240 CAMPUS DR,,Theft,Theft $500 and Under,Open
2012-00000079,Jan 12 2012 06:14:19:000PM,Jan 12 2012 06:09:00:000PM,Jan 12 2012 06:29:00:000PM,900 FOSTER ST,,Service to Other Agency,,Closed
2012-00000080,Jan 12 2012 06:28:26:000PM,Jan 12 2012 01:55:00:000PM,Jan 12 2012 02:00:00:000PM,2145 SHERIDAN RD,,Lost & found prop,,Closed
2012-00000084,Jan 13 2012 01:03:10:000AM,Jan 12 2012 10:51:00:000PM,Jan 12 2012 11:00:00:000PM,2315 SHERIDAN RD,,Drunkeness,Illegal Consumption by Minor,Referred
2012-00000085,Jan 13 2012 01:20:26:000AM,Jan 13 2012 01:20:00:000AM,Jan 13 2012 01:30:00:000AM,2305 SHERIDAN RD,,Cannabis,Unlawful Possession of cannabis,Referred
2012-00000086,Jan 13 2012 02:42:20:000AM,Jan 13 2012 02:26:00:000AM,Jan 13 2012 02:45:00:000AM, 2400 SHERIDAN RD ,,Drunkeness,Illegal Consumption by Minor,Referred
2012-00000087,Jan 13 2012 04:21:17:000AM,Jan 13 2012 04:12:00:000AM,Jan 13 2012 04:13:00:000AM, EMERSON ST,,Service to Other Agency,,Closed
2012-00000089,Jan 13 2012 10:38:16:000AM,Jan  2 2012 11:30:00:000PM,Jan  3 2012 01:30:00:000PM,2145 SHERIDAN RD,,Theft,Theft of Lost Property,Open
2012-00000090,Jan 13 2012 04:20:35:000PM,Jan 12 2012 12:15:00:000PM,Jan 12 2012 03:15:00:000PM,60 ARTS CIRCLE DR,,Theft,Theft $500 and Under,Open
2012-00000091,Jan 14 2012 12:39:18:000AM,Jan 14 2012 12:32:00:000AM,Jan 14 2012 12:43:00:000AM,2221 RIDGE AVE,,Service to Other Agency,,Closed
2012-00000093,Jan 14 2012 02:23:47:000AM,Jan 14 2012 01:39:00:000AM,Jan 14 2012 02:23:00:000AM,2145 SHERIDAN RD,,Trespass,Criminal Trespass to land,Closed
2012-00000097,Jan 14 2012 12:33:22:000PM,Jan 14 2012 12:24:00:000PM,Jan 14 2012 12:34:00:000PM,1835 HINMAN AVE,,Service to Other Agency,,Closed
2012-00000099,Jan 14 2012 04:19:01:000PM,Jan 14 2011 03:57:00:000PM,Jan 14 2012 05:00:00:000PM,826 SIMPSON ST,,Service to Other Agency,,Open
2012-00000106,Jan 15 2012 10:36:28:000PM,Jan 15 2012 08:30:00:000AM,Jan 15 2012 12:00:00:000PM,2251 SHERIDAN RD,,Theft,Theft Over $500,Open
2012-00000107,Jan 16 2012 12:19:46:000AM,Jan 16 2012 12:13:00:000AM,Jan 16 2012 12:19:00:000AM,2113 MAPLE AVE,,Service to Other Agency,,Closed
2012-00000108,Jan 16 2012 02:18:42:000AM,Jan 16 2012 02:12:00:000AM,Jan 16 2012 02:20:00:000AM,1865 SHERMAN AVE,,Public Service,,Closed
2012-00000109,Jan 16 2012 03:10:56:000AM,Jan 16 2012 02:57:00:000AM,Jan 16 2012 03:10:00:000AM,1740 ORRINGTON AVE,,Service to Other Agency,,Closed
2012-00000110,Jan 16 2012 07:25:22:000AM,Jan 16 2012 07:05:00:000AM,Jan 16 2012 07:15:00:000AM,1855 SHERIDAN RD,,Theft,Theft $500 and Under,Closed
2012-00000113,Jan 16 2012 02:14:43:000PM,Jan 12 2012 02:20:00:000PM,Jan 12 2012 02:30:00:000PM,1801 HINMAN AVE,,Damage property,,Closed
2012-00000114,Jan 16 2012 03:35:22:000PM,Jan 12 2012 03:30:00:000PM,Jan 12 2012 03:35:00:000PM,1801 HINMAN AVE,,Damage property,,Closed
2012-00000115,Jan 16 2012 11:22:20:000PM,Feb 11 2012 05:35:00:000AM,Feb 11 2012 05:50:00:000AM,375 CHICAGO AVE,,Public Contact,,Closed
2012-00000117,Jan 18 2012 07:04:53:000AM,Jan 16 2012 06:00:00:000AM,Jan 16 2012 06:00:00:000AM,1501 CENTRAL ST,,"Accident, personal injury",,Closed
2012-00000119,Jan 18 2012 11:49:13:000AM,Jan 18 2012 11:30:00:000AM,Jan 18 2012 11:31:00:000AM,2311 CAMPUS DR,,"Accident, personal injury",,Closed
2012-00000120,Jan 18 2012 01:59:28:000PM,Jan 18 2012 01:36:00:000PM,Jan 18 2012 01:37:00:000PM,1870 CAMPUS DR,,Public Service,,Closed
2012-00000122,Jan 19 2012 10:07:12:000AM,Jan 16 2012 08:00:00:000AM,Jan 19 2012 08:00:00:000AM,633 EMERSON ST,,Public Contact,,Open
2012-00000123,Jan 19 2012 01:33:13:000PM,Jan 18 2012 05:15:00:000PM,Jan 19 2012 05:15:00:000PM,1883 CAMPUS DR,,Burglary,Burglary,Closed
2012-00000127,Jan 20 2012 08:51:27:000AM,Jan 20 2012 08:34:00:000AM,Jan 20 2012 09:08:00:000AM,1820 SHERIDAN RD,,Public Service,,Closed
2012-00000128,Jan 20 2012 07:17:01:000PM,Jan 20 2012 07:17:00:000PM,Jan 20 2012 07:40:00:000PM,2311 CAMPUS DR,,"Accident, personal injury",,Closed
2012-00000129,Jan 21 2012 01:04:41:000AM,Jan 21 2012 01:00:00:000AM,Jan 21 2012 01:10:00:000AM,1927 ORRINGTON AVE,,Public Service,,Closed
2012-00000132,Jan 21 2012 05:14:44:000AM,Jan 21 2012 05:07:00:000AM,Jan 21 2012 05:21:00:000AM,1865 SHERMAN AVE,,Drunkeness,Illegal Consumption by Minor,Referred
2012-00000134,Jan 21 2012 08:47:37:000AM,Jan 21 2012 08:49:00:000AM,Jan 21 2012 09:07:00:000AM,2315 SHERIDAN RD,,Liquor law violations,Age Restrictions Identification,Closed
2012-00000134,Jan 21 2012 08:47:37:000AM,Jan 21 2012 08:49:00:000AM,Jan 21 2012 09:07:00:000AM,2315 SHERIDAN RD,,Liquor law violations,D.C. Resists or Obstructs the Performance of the Police,Closed
2012-00000137,Jan 21 2012 11:36:11:000PM,Jan 21 2012 11:27:00:000PM,Jan 21 2012 11:44:00:000PM, MAPLE AVE,,Drunkeness,,Referred
2012-00000140,Jan 22 2012 03:23:39:000AM,Jan 22 2012 03:23:00:000AM,Jan 22 2012 03:39:00:000AM,1927 ORRINGTON AVE,,Public Contact,,Closed
2012-00000141,Jan 22 2012 04:15:52:000AM,Jan 22 2012 03:56:00:000AM,Jan 22 2012 04:10:00:000AM,1800 SHERMAN AVE,,Service to Other Agency,,Referred to Evanston PD
2012-00000142,Jan 22 2012 04:49:15:000AM,Jan 22 2012 04:34:00:000AM,Jan 22 2012 05:07:00:000AM,1927 ORRINGTON AVE,,Public Service,Illegal Consumption by Minor,Referred
2012-00000145,Jan 22 2012 07:11:42:000PM,Jan 22 2012 07:07:00:000PM,Jan 22 2012 07:16:00:000PM, CLARK ST,,Service to Other Agency,,Closed
2012-00000146,Jan 23 2012 09:09:09:000AM,Jan 23 2012 08:51:00:000AM,Jan 23 2012 12:30:00:000PM,800 ELGIN RD,,Out of State Warrant,Out of State Warrant,Open
2012-00000147,Jan 23 2012 10:19:07:000AM,Jan  4 2012 12:00:00:000PM,Jan 20 2012 12:00:00:000PM,600 HAVEN ST,,Fraudulent activities,Credit Card Fraud,Open
2012-00000148,Jan 23 2012 11:00:07:000AM,Jan 20 2012 03:30:00:000PM,Jan 22 2012 09:39:00:000AM,2145 SHERIDAN RD,,Burglary,Burglary,Open
2012-00000151,Jan 24 2012 08:55:55:000AM,Jan 23 2012 12:01:00:000PM,Jan 25 2012 09:00:00:000AM,1999 CAMPUS DR,,Theft,Theft $500 and Under,Open
2012-00000152,Jan 24 2012 11:03:58:000AM,Jan 24 2012 10:45:00:000AM,Jan 24 2012 10:49:00:000AM,633 CLARK ST,,Suspicious Person(s),,Closed
2012-00000153,Jan 24 2012 11:04:04:000AM,Jan 23 2012 12:00:00:000PM,Jan 23 2012 09:45:00:000PM,2325 SHERIDAN RD,,Public Contact,,Closed
2012-00000158,Jan 24 2012 03:28:49:000PM,Jan 24 2012 03:28:00:000PM,Jan 24 2012 04:28:00:000PM,633 EMERSON ST,,Public Service,,Closed
2012-00000161,Jan 25 2012 07:41:00:000AM,Jan 24 2012 12:00:00:000PM,Jan 24 2012 11:00:00:000PM,1855 SHERIDAN RD,,Theft,Theft of Lost Property,Closed
2012-00000163,Jan 25 2012 08:56:00:000AM,Jan 24 2012 03:30:00:000PM,Jan 24 2012 03:31:00:000PM,1927 ORRINGTON AVE,,Misc criminal offense,Fraudulent Identification-no person shall carry or use,Open
2012-00000164,Jan 25 2012 12:39:01:000PM,Jan 25 2012 08:45:00:000AM,Jan 25 2012 12:00:00:000PM,2145 SHERIDAN RD,,Theft,Theft $500 and Under,Closed
2012-00000165,Jan 25 2012 02:57:03:000PM,Jan 25 2012 02:30:00:000PM,Jan 25 2012 02:50:00:000PM,550 LINCOLN ST,,Security Building,,Closed
2012-00000169,Jan 26 2012 06:42:00:000AM,Jan 26 2012 06:42:00:000AM,Jan 26 2012 06:43:00:000AM, 900 MAPLE AVE ,,Property found,,Closed
2012-00000171,Jan 26 2012 11:49:02:000AM,Jan 26 2012 09:38:00:000AM,Jan 26 2012 09:40:00:000AM,1999 CAMPUS DR,,Property Damage,,Closed
2012-00000173,Jan 26 2012 02:50:33:000PM,Jan 26 2012 02:48:00:000PM,Jan 26 2012 03:33:00:000PM,1100 GARNETT PL,,Service to Other Agency,,Referred to Evanston PD
2012-00000174,Jan 26 2012 04:46:39:000PM,Jan 26 2012 04:10:00:000PM,Jan 26 2012 04:15:00:000PM,1501 CENTRAL ST,,Public Contact,,Closed
2012-00000175,Jan 26 2012 05:34:16:000PM,Jan 26 2012 04:00:00:000PM,Jan 26 2012 05:00:00:000PM,633 EMERSON ST,,Public Service,,Closed
2012-00000177,Jan 26 2012 10:28:48:000PM,Mar  7 2012 03:35:00:000PM,Mar  7 2012 03:40:00:000PM,333 SUPERIOR ST,,Public Service,,Closed
2012-00000181,Jan 27 2012 01:42:05:000PM,Nov 30 2011 12:00:00:000PM,Jan 27 2012 04:45:00:000PM,1870 ORRINGTON AVE,,Theft,Theft Over $500,Closed
2012-00000182,Jan 27 2012 04:12:33:000PM,Jan 26 2012 06:00:00:000PM,Jan 27 2012 08:11:00:000AM,711 ELGIN RD,,Disorderly Conduct,All  Disorderly Conduct,Open
2012-00000183,Jan 27 2012 04:54:22:000PM,Jan 27 2012 04:40:00:000PM,Jan 27 2012 05:50:00:000PM,1845 SHERIDAN RD,,Trespass,Criminal Trespass to land,Closed
2012-00000185,Jan 27 2012 10:24:58:000PM,Jan 27 2012 07:30:00:000PM,Jan 27 2012 07:32:00:000PM,2311 CAMPUS DR,,Hit and Run,Hit and Run,Open
2012-00000186,Jan 27 2012 11:34:42:000PM,Jan 27 2012 11:15:00:000PM,Jan 27 2012 11:25:00:000PM,1999 CAMPUS DR,,Public Service,,Closed
2012-00000187,Jan 27 2012 11:59:34:000PM,Jan 28 2012 12:00:00:000AM,Jan 28 2012 12:05:00:000AM,1108 FOSTER ST,,Service to Other Agency,,Closed
2012-00000188,Jan 28 2012 02:03:12:000AM,Jan 28 2012 01:15:00:000AM,Jan 28 2012 01:20:00:000AM,2400 SHERIDAN RD,,Service to Other Agency,,Closed
2012-00000189,Jan 28 2012 03:34:00:000AM,Jan 28 2012 02:56:00:000AM,Jan 28 2012 03:34:00:000AM,637 UNIVERSITY PL,,Drunkeness,Illegal Consumption by Minor,Referred
2012-00000194,Jan 28 2012 02:24:52:000PM,Jan 28 2012 02:13:00:000PM,Jan 28 2012 02:27:00:000PM, 2705 ASHLAND AVE ,,Public Service,,Closed
2012-00000196,Jan 29 2012 01:03:34:000AM,Jan 28 2012 11:02:00:000PM,Jan 29 2012 01:34:00:000AM,619 COLFAX ST,,Public Service,,Closed
2012-00000196,Jan 29 2012 01:03:34:000AM,Jan 28 2012 11:02:00:000PM,Jan 29 2012 01:34:00:000AM,619 COLFAX ST,,Public Service,,Closed
2012-00000197,Jan 29 2012 01:24:01:000AM,Jan 29 2012 01:16:00:000AM,Jan 29 2012 01:34:00:000AM,2400 SHERIDAN RD,,Drunkeness,Illegal Consumption by Minor,Referred
2012-00000201,Jan 29 2012 11:08:30:000PM,Jan 28 2012 11:03:00:000PM,Jan 28 2012 11:08:00:000PM,1638 RIDGE AVE,,Public Contact,,Closed
2012-00000204,Jan 30 2012 03:13:08:000PM,Jan 27 2012 04:00:00:000PM,Jan 30 2012 03:00:00:000PM,1800 SHERMAN AVE,,Theft,Theft Over $500,Open
2012-00000205,Jan 30 2012 03:18:23:000PM,Jan 30 2012 03:18:00:000PM,Jan 30 2012 03:30:00:000PM,1877 CAMPUS DR,,"Accident, personal injury",,Closed
2012-00000206,Jan 30 2012 05:39:25:000PM,Jan 30 2012 05:00:00:000PM,Feb  2 2012 09:00:00:000PM,1819 HINMAN AVE,,Service to Other Agency,,Closed
2012-00000207,Jan 30 2012 06:48:55:000PM,Jan 30 2012 01:30:00:000PM,Jan 30 2012 05:30:00:000PM,1935 SHERIDAN RD,,Theft,Theft $500 and Under,Open
2012-00000209,Jan 30 2012 08:12:11:000PM,Jan 30 2012 08:11:00:000PM,Jan 30 2012 08:30:00:000PM,2253 SHERIDAN RD,,Damage property,,Closed
2012-00000210,Jan 30 2012 09:36:38:000PM,Jan 30 2012 09:30:00:000PM,Jan 30 2012 09:45:00:000PM,1880 CAMPUS DR,,Public Contact,,Closed
2012-00000212,Jan 31 2012 06:06:15:000AM,Jan 31 2012 05:55:00:000AM,Jan 31 2012 06:05:00:000AM,2100 SHERIDAN RD,,Service to Other Agency,,Closed
2012-00000214,Jan 31 2012 09:56:31:000AM,Jan 30 2012 08:10:00:000PM,Jan 31 2012 08:45:00:000AM,617 FOSTER ST,,Property Lost,,Closed
2012-00000215,Jan 31 2012 12:06:05:000PM,Jan 30 2012 08:00:00:000PM,Jan 31 2012 12:30:00:000PM,1819 HINMAN AVE,,Public Contact,All  Disorderly Conduct,Closed
2012-00000216,Jan 31 2012 02:40:23:000PM,Jan 31 2012 01:00:00:000PM,Jan 31 2012 02:20:00:000PM,2220 CAMPUS DR,,Hit and Run,Hit and Run,Closed
2012-00000220,Feb  1 2012 06:05:00:000AM,Feb  1 2012 05:40:00:000AM,Feb  1 2012 05:50:00:000AM,600 UNIVERSITY PL,,Property Lost,,Closed
2012-00000225,Feb  1 2012 04:21:05:000PM,Feb  1 2012 04:21:00:000PM,Feb  1 2012 04:40:00:000PM,1880 CAMPUS DR,,Theft,Theft Over $500,Open
2012-00000227,Feb  1 2012 05:49:25:000PM,Feb  1 2012 11:30:00:000AM,Feb  1 2012 03:15:00:000PM,1880 CAMPUS DR,,Theft,Theft $500 and Under,Closed
2012-00000229,Feb  1 2012 09:19:37:000PM,Feb  1 2012 09:10:00:000PM,Feb  1 2012 09:19:00:000PM,1900 RIDGE AVE,,Traffic Arrest,"Suspend, Revoked Driver's License",Closed
2012-00000229,Feb  1 2012 09:19:37:000PM,Feb  1 2012 09:10:00:000PM,Feb  1 2012 09:19:00:000PM,1900 RIDGE AVE,,Traffic Arrest,Disobey Traffic Control Device,Closed
2012-00000230,Feb  1 2012 11:06:39:000PM,Feb  1 2012 10:50:00:000PM,Feb  1 2012 11:05:00:000PM,2300 CAMPUS DR,,Theft,Theft $500 and Under,Closed
2012-00000233,Feb  2 2012 10:32:47:000AM,Jan 26 2012 04:00:00:000PM,Feb  1 2012 05:00:00:000PM,1800 SHERMAN AVE,,Burglary,Burglary,Open
2012-00000234,Feb  2 2012 11:53:02:000AM,Feb  2 2012 11:35:00:000AM,Feb  2 2012 12:05:00:000PM,2001 SHERIDAN RD,,Service to Other Agency,,Closed
2012-00000235,Feb  2 2012 03:15:10:000PM,Feb  2 2012 02:32:00:000PM,Feb  2 2012 02:42:00:000PM,2240 CAMPUS DR,,Harassment,Harassment by Telephone,Closed
2012-00000235,Feb  2 2012 03:15:10:000PM,Feb  2 2012 02:32:00:000PM,Feb  2 2012 02:42:00:000PM,2240 CAMPUS DR,,Harassment,Stalking,Closed
2012-00000236,Feb  2 2012 04:49:22:000PM,Feb  2 2012 12:00:00:000AM,Feb  2 2012 04:44:00:000PM,2349 SHERIDAN RD,,Damage property,Criminal Defacement,Closed
2012-00000237,Feb  2 2012 07:33:09:000PM,Feb  2 2012 05:52:00:000PM,Feb  2 2012 06:13:00:000PM, 2700 ASHAND AVE ,,Service to Other Agency,,Closed
2012-00000241,Feb  3 2012 01:01:31:000PM,Feb  3 2012 12:58:00:000PM,Feb  3 2012 01:15:00:000PM,2001 SHERIDAN RD,,Public Service,,Closed
2012-00000242,Feb  3 2012 02:55:58:000PM,Feb  3 2012 12:00:00:000PM,Feb  3 2012 02:20:00:000PM,2311 CAMPUS DR,,Suspicious Circumstances,,Open
2012-00000243,Feb  3 2012 05:19:00:000PM,Feb  3 2012 01:00:00:000PM,Feb  3 2012 06:00:00:000PM,2133 SHERIDAN RD,,Theft,Theft Over $500,Closed
2012-00000244,Feb  3 2012 05:59:55:000PM,Feb  3 2012 05:30:00:000PM,Feb  3 2012 05:50:00:000PM,2145 SHERIDAN RD,,"Accident, personal injury",,Closed
2012-00000245,Feb  3 2012 06:33:22:000PM,Feb  3 2012 02:00:00:000PM,Feb  3 2012 06:00:00:000PM,2145 SHERIDAN RD,,Theft,Theft Over $500,Open
2012-00000246,Feb  3 2012 08:35:33:000PM,Feb  3 2012 07:33:00:000PM,Feb  3 2012 08:00:00:000PM,1454 ELMWOOD AVE,,Service to Other Agency,,Closed
2012-00000247,Feb  3 2012 08:40:48:000PM,Jan 25 2012 04:00:00:000PM,Jan 28 2012 08:20:00:000PM,1855 SHERIDAN RD,,Public Contact,,Closed
2012-00000248,Feb  3 2012 08:47:27:000PM,Feb  3 2012 08:00:00:000PM,Feb  3 2012 08:45:00:000PM,717 UNIVERSITY PL,,Drunkeness,Drunkenness,Referred
2012-00000257,Feb  4 2012 06:30:39:000PM,Jan 29 2012 10:30:00:000PM,Jan 29 2012 10:40:00:000PM, EMERSON ST,,Public Contact,Theft $500 and Under,Open
2012-00000258,Feb  4 2012 08:22:33:000PM,Feb  4 2012 08:10:00:000PM,Feb  4 2012 08:30:00:000PM, GREEN BAY RD,,Service to Other Agency,,Closed
2012-00000259,Feb  4 2012 09:41:50:000PM,Feb  4 2012 09:41:00:000PM,Feb  4 2012 09:46:00:000PM,901 DAVIS ST,,Service to Other Agency,,Closed
2012-00000260,Feb  5 2012 12:51:09:000AM,Feb  5 2012 12:32:00:000AM,Feb  5 2012 12:53:00:000AM,1999 CAMPUS DR,,Public Service,,Closed
2012-00000261,Feb  5 2012 03:11:04:000AM,Feb  5 2012 03:11:00:000AM,Feb  5 2012 03:29:00:000AM,2253 RIDGE AVE,,Service to Other Agency,,Closed
2012-00000262,Feb  5 2012 07:40:00:000AM,Feb  5 2012 07:40:00:000AM,Feb  5 2012 08:00:00:000AM,1865 SHERMAN AVE,,Liquor law violations,Fraudulent Identification-no person shall carry or use,Referred
2012-00000262,Feb  5 2012 07:40:00:000AM,Feb  5 2012 07:40:00:000AM,Feb  5 2012 08:00:00:000AM,1865 SHERMAN AVE,,Liquor law violations,Age Restrictions Identification,Referred
2012-00000265,Feb  5 2012 02:36:06:000PM,Feb  5 2012 03:30:00:000AM,Feb  5 2012 12:00:00:000PM,2305 SHERIDAN RD,,Suspicious Circumstances,,Closed
2012-00000268,Feb  5 2012 05:21:51:000PM,Feb  5 2012 05:15:00:000PM,Feb  5 2012 06:00:00:000PM,1820 CHICAGO AVE,,Public Service,,Closed
2012-00000273,Feb  6 2012 12:16:35:000PM,Feb  6 2012 12:10:00:000PM,Feb  6 2012 12:20:00:000PM,2240 CAMPUS DR,,"Accident, personal injury",,Closed
